"","TCGA-ES-A2HS-01","TCGA-GJ-A3OU-01","TCGA-UB-A7MF-01","TCGA-DD-A4NO-01","TCGA-DD-AAD5-01","TCGA-2Y-A9H6-01","TCGA-CC-A9FS-01","TCGA-DD-A115-01","TCGA-DD-AADM-01","TCGA-BC-A3KG-01","TCGA-RC-A7S9-01","TCGA-DD-AADF-01","TCGA-EP-A3RK-01","TCGA-DD-AAEG-01","TCGA-CC-A8HS-01","TCGA-G3-AAUZ-01","TCGA-DD-AAW0-01","TCGA-5R-AA1C-01","TCGA-CC-A9FV-01","TCGA-DD-AAE1-01","TCGA-G3-A3CH-01","TCGA-CC-A1HT-01","TCGA-DD-AAE0-01","TCGA-CC-A7IJ-01","TCGA-DD-AADG-01","TCGA-DD-AADN-01","TCGA-G3-A3CI-01","TCGA-RC-A6M4-01","TCGA-WX-AA44-01","TCGA-G3-A3CK-01","TCGA-DD-AADL-01","TCGA-FV-A4ZQ-01","TCGA-DD-AACO-01","TCGA-DD-A4NE-01","TCGA-G3-A25U-01","TCGA-2Y-A9HB-01","TCGA-DD-AAVW-01","TCGA-DD-A4NV-01","TCGA-DD-A3A7-01","TCGA-CC-A5UE-01","TCGA-DD-AADO-01","TCGA-LG-A6GG-01","TCGA-EP-A12J-01","TCGA-BW-A5NQ-01","TCGA-BC-A3KF-01","TCGA-UB-A7MB-01","TCGA-DD-A4NJ-01","TCGA-DD-AADQ-01","TCGA-EP-A26S-01","TCGA-DD-AADR-01","TCGA-DD-A1EH-01","TCGA-DD-A1EE-01","TCGA-DD-AAE6-01","TCGA-WX-AA47-01","TCGA-DD-A3A3-01","TCGA-CC-5261-01","TCGA-DD-AAE9-01","TCGA-RG-A7D4-01","TCGA-ED-A8O5-01","TCGA-ED-A5KG-01","TCGA-MI-A75C-01","TCGA-DD-AAW1-01","TCGA-DD-A1EI-01","TCGA-DD-A1EJ-01","TCGA-DD-AAD0-01","TCGA-DD-AAEE-01","TCGA-DD-AAD8-01","TCGA-DD-A4NS-01","TCGA-DD-A39V-01","TCGA-G3-A25T-01","TCGA-CC-A8HT-01","TCGA-CC-A5UC-01","TCGA-2Y-A9GV-01","TCGA-BC-A10Z-01","TCGA-FV-A4ZP-01","TCGA-DD-AACK-01","TCGA-YA-A8S7-01","TCGA-CC-A7II-01","TCGA-DD-AACS-01","TCGA-DD-AADY-01","TCGA-G3-A5SM-01","TCGA-CC-A7IE-01","TCGA-DD-A4NP-01","TCGA-DD-AACH-01","TCGA-2Y-A9H8-01","TCGA-FV-A495-01","TCGA-RC-A7SH-01","TCGA-K7-A5RF-01","TCGA-3K-AAZ8-01","TCGA-DD-AAE3-01","TCGA-DD-AAVY-01","TCGA-DD-AADC-01","TCGA-BC-A217-01","TCGA-ZP-A9D2-01","TCGA-DD-AAEH-01","TCGA-DD-AACA-01","TCGA-DD-AADJ-01","TCGA-ED-A459-01","TCGA-DD-AAVV-01","TCGA-DD-AAVU-01","TCGA-G3-A3CH-11","TCGA-FV-A3R2-11","TCGA-DD-A3A2-11","TCGA-BC-A10T-11","TCGA-DD-A3A6-11","TCGA-FV-A2QR-11","TCGA-DD-A1EG-11","TCGA-DD-A39X-11","TCGA-DD-A119-11","TCGA-EP-A3RK-11","TCGA-DD-A11B-11","TCGA-BC-A10Y-11","TCGA-FV-A3I1-11","TCGA-DD-A11A-11","TCGA-DD-A116-11","TCGA-EP-A12J-11","TCGA-BD-A2L6-11","TCGA-DD-A114-11","TCGA-DD-A39Z-11","TCGA-BC-A10X-11","TCGA-DD-A11D-11","TCGA-DD-A118-11","TCGA-DD-A1EE-11","TCGA-DD-A1EB-11","TCGA-BC-A10W-11","TCGA-BC-A10R-11","TCGA-DD-A1EI-11","TCGA-DD-A113-11","TCGA-DD-A1EJ-11","TCGA-DD-A11C-11","TCGA-BC-A10Q-11","TCGA-DD-A39W-11","TCGA-BD-A3EP-11","TCGA-ES-A2HT-11","TCGA-BC-A216-11","TCGA-DD-A3A4-11","TCGA-DD-A3A5-11","TCGA-DD-A1EH-11","TCGA-DD-A1EC-11","TCGA-EP-A26S-11","TCGA-DD-A3A3-11","TCGA-BC-A10U-11","TCGA-BC-A110-11","TCGA-DD-A39V-11","TCGA-DD-A3A8-11","TCGA-DD-A1EL-11","TCGA-DD-A3A1-11","TCGA-FV-A23B-11","TCGA-BC-A10Z-11","TCGA-FV-A3I0-11"
"SLC22A1",14.5958,10.4,9.0208,12.8917,2.3435,13.3249,11.8038,12.1786,14.1949,3.0851,11.1789,12.977,8.2982,7.181,6.2526,14.6395,14.1982,4.7184,3.8025,8.8015,14.8116,1.8918,6.8013,4.064,12.5389,5.1896,13.8018,11.49,11.0251,11.35,13.4614,6.2115,12.2944,13.2047,14.5052,13.4676,10.1837,14.5238,9.4063,7.9754,10.3271,9.3891,13.1682,4.9075,12.5403,13.4912,11.7596,7.3249,11.4231,12.179,7.4524,9.0298,6.8814,5.1886,5.857,8.1913,5.0321,4.4846,5.9435,4.1409,5.4284,12.4333,10.9785,6.8061,9.3372,10.7861,13.3938,11.5921,6.797,8.6853,9.2508,9.1691,14.7828,14.2638,1.4922,11.6178,8.5637,2.4109,13.3426,7.4483,11.599,3.1658,10.4625,5.3457,8.536,14.3526,7.4564,15.1945,13.9404,9.6852,12.268,6.62,8.5177,8.0745,13.6559,7.2411,11.2663,11.4803,10.8531,9.5796,14.919,14.4359,15.0943,14.6349,15.1631,12.2485,14.8501,14.4254,14.3988,15.2032,15.0786,13.5353,15.1598,12.3891,15.0969,15.5196,13.3578,14.5255,14.339,15.1204,15.217,14.8237,14.8644,14.795,15.1206,14.9979,15.1807,14.769,14.1192,15.1302,15.3821,15.6861,15.0161,13.762,14.0681,14.2986,15.3152,14.9187,14.077,15.5384,13.5892,14.9972,15.1932,14.9187,15.658,14.6149,14.1829,13.4207,14.189,15.2829
"SSX1",0,0,0,0,11.0153,0,0,10.5449,1.3441,4.3716,0,10.5071,7.2686,0,0,9.3085,0,0,0,6.1464,0,11.3646,0,1.7737,9.285,0,0,0,0,1.4636,9.1473,0,0,0,6.0575,3.0295,0,6.8584,0,7.8073,0,9.785,0,10.5889,0,0.9533,10.8324,5.2717,1.2148,7.3025,0,5.7905,2.033,0,0,0,9.488,2.2288,0,0,0,3.3209,0,10.4348,10.3165,10.9601,10.9723,4.9989,6.797,0,9.4005,0,0,10.3981,1.4922,7.8898,8.5905,0,1.7235,0,7.4203,0,0,11.2748,0.7415,9.8601,0.7114,1.3408,0,2.954,0,0,11.6374,0,0,6.3112,3.097,7.051,4.4485,0,0,1.778,0,0,0,0.7535,0,0,0,0,0,0,0,0,0,0,0.7157,0,0,0,0,0,0,0,0,0,0,0,0,1.4318,0,0,0,0,1.5215,0,0,0,0,0,0,0,0,0,0,0,0,2.8992,0,1.4864
"MAGEA6",0,0,0,0,9.3734,0,0,11.3824,4.2828,10.6515,0,10.3764,7.6826,0,0,0,0,0,1.1987,0,0,11.385,1.2019,1.3857,11.3942,0,0,0.6265,2.0461,0,10.8926,1.627,0,0,1.1049,3.6259,8.2056,6.7459,1.0606,5.0645,0,10.6781,0,11.358,1.7444,1.2657,3.6894,3.869,0,8.0606,0,0,0,0,0,0,9.2776,5.777,0,2.0092,0,0,0,10.4473,0,4.4924,10.2816,2.0348,10.0235,0,11.39,0,0.8844,11.3888,0.931,8.4266,2.599,11.3937,0,0,6.6788,0,0,11.2325,0.7415,7.2792,0,1.3408,0,7.4997,0,10.7685,11.3654,0,0.8532,4.715,8.0814,1.0972,0.7416,1.3075,0,0,0,0,0,2.1471,0,1.3138,0,0,0,1.3366,1.9175,0,2.5524,0,0,0,0,0,0,0,0,0.7314,1.4427,0,0,1.0154,1.4292,0,0.9886,0.8029,0,0,3.997,0,0,0,0,0,0,2.0884,0,2.8261,0,0.6383,0,3.9271,0,2.4606
"MT1M",4.3159,6.7547,3.9252,3.7838,5.1759,3.7603,5.1418,7.3782,4.6792,2.1846,4.3797,1.8302,5.5585,3.9459,1.0322,9.9781,5.484,1.7235,4.3526,4.046,5.1125,6.3776,5.1214,6.217,2.823,5.4663,8.415,6.0736,3.5795,4.4368,6.9939,8.3455,7.9861,2.4972,10.9684,3.1313,5.0608,6.9458,3.9179,5.1535,3.162,3.3232,3.9243,11.2621,5.5496,4.5814,3.8567,9.2963,3.0083,8.619,1.7758,3.0252,2.9642,7.5241,5.323,3.4958,2.4676,4.822,0.6436,2.1795,2.3422,5.1364,6.3127,2.4733,0,4.829,2.7359,7.3033,5.8692,9.5219,4.4451,7.1787,7.9495,5.8239,5.7191,8.6118,7.9297,10.4106,0.8217,2.231,8.6882,3.9406,7.5837,5.7616,0.7415,8.8258,1.1857,11.1301,2.1318,9.9833,1.0146,6.4803,6.4979,5.7388,4.4034,7.3218,4.9139,8.897,7.4067,2.229,11.6477,12.2932,10.7568,12.3346,12.6006,10.8302,12.2095,12.5104,13.3846,10.2819,9.6094,8.9785,9.5686,12.2623,10.2792,7.8836,11.5705,8.8272,11.577,12.8147,11.5157,12.7185,12.5531,10.172,12.691,13.1799,9.9586,11.8355,10.4063,10.1203,12.7116,11.5932,10.7847,6.356,13.6724,11.506,12.0237,11.9058,12.1961,8.7895,13.2963,13.4846,14.7826,12.1757,10.0649,9.6719,13.902,8.0118,10.1696,13.6424
"CRHBP",7.1673,5.5621,3.3202,2.9432,3.7253,5.7192,8.6706,6.5098,4.543,1.7502,1.7664,5.1671,3.9824,5.2501,1.3604,8.8632,7.9219,2.9831,6.6358,6.2419,6.1442,3.2744,4.0535,5.2516,4.729,1.3466,8.9287,1.895,4.6586,2.4316,2.3784,2.7536,4.062,4.1094,6.8663,3.0295,6.801,9.2674,0,2.0681,1.4682,1.9318,5.3673,2.9579,5.9569,3.3067,3.8567,3.171,4.3797,4.5339,2.4448,3.222,1.1616,1.7173,2.8736,3.6613,2.7364,1.9818,3.0049,5.2408,2.6842,5.3423,8.5791,1.5614,1.1134,2.6729,1.5297,9.8845,3.9191,7.1134,1.7845,7.3145,5.4916,2.7241,0,2.5856,7.3522,1.3891,4.0311,4.7475,5.2774,0.8459,9.1107,4.0697,6.8978,8.2964,1.5421,10.8295,4.5577,8.5002,6.5833,4.5408,3.5831,6.7692,8.7988,4.2701,3.8025,1.9443,5.3689,3.188,11.3828,9.7115,11.4992,11.561,6.0287,10.3182,11.7789,11.3768,12.486,10.7536,10.8018,11.3314,11.6418,11.4327,11.2092,10.825,10.2946,11.6737,8.148,11.5181,11.3222,11.7149,11.4177,11.6493,11.5359,11.6479,11.7933,10.1339,11.4358,11.4542,11.6424,11.0641,10.9736,10.0046,11.3047,11.852,8.7888,11.083,11.2639,11.5994,10.952,11.036,11.876,11.534,11.2298,12.1945,11.4387,10.9042,9.5016,10.0157
"TTC36",10.6907,5.4527,1.7507,1.7795,3.7253,6.9229,7.3755,10.9,7.3585,7.0973,0.6785,10.6066,2.318,7.5213,1.3604,10.9695,5.0614,7.577,1.5573,2.9615,5.239,0.3461,4.95,0,10.4434,8.2158,9.6945,7.9505,5.8216,8.209,8.4456,3.055,7.1793,6.3931,8.932,8.2913,2.3849,10.273,7.184,2.9852,0,8.6487,8.6895,0.9761,6.2145,7.9195,1.3712,6.7154,8.8833,8.294,0.8545,6.2625,4.0944,7.4025,5.9086,2.9734,7.3183,2.933,1.0573,0,7.1578,8.7985,7.4246,2.777,6.8891,8.0174,9.6562,8.3926,4.6174,6.3048,0.6881,7.1013,9.2124,10.1692,0.931,6.9007,5.5864,0,1.7235,1.5096,6.9564,1.7623,10.0112,2.2242,4.1535,10.0542,0,10.8056,6.4749,9.8941,8.9685,5.7933,6.5526,3.387,9.6222,6.2298,5.5001,0.6505,2.3312,3.188,11.1954,11.8857,11.9098,11.3333,13.0208,10.4091,11.6926,11.575,11.1281,11.1928,11.2864,10.8628,11.2053,10.216,11.4686,10.4543,9.9644,9.3527,11.6914,11.1847,10.5723,11.2985,10.7928,10.6168,11.9348,10.4241,11.3434,11.4051,10.8693,10.9052,11.2351,11.9859,10.7714,9.0784,11.383,10.9951,11.7586,11.7038,11.0091,11.6764,11.8244,11.6022,10.6914,10.6977,11.623,10.6862,12.4534,10.2412,10.6995,11.482
"GLYAT",13.7581,10.4036,3.6268,11.304,0.594,9.701,12.6049,11.8755,11.3884,1.91,4.61,12.2732,10.5313,9.9628,3.7592,12.8141,11.2381,12.0031,1.5573,8.5708,11.8811,4.415,5.9868,1.3857,12.9239,4.4986,12.6287,13.0452,8.6011,11.7228,11.6678,7.3196,12.3242,12.2483,12.7469,9.7141,9.9336,12.2,8.5819,9.6027,5.8901,11.4399,12.3596,6.2285,11.5264,11.306,10.916,9.0913,12.52,13.2688,0,9.8643,5.3862,1.7173,7.3527,5.1954,11.2949,5.325,0,4.2596,11.1226,12.4392,9.5193,5.7111,11.5405,11.9254,10.9289,11.0306,12.3438,7.577,9.8111,8.4133,11.1328,10.4797,0.931,9.0809,7.0111,0.6226,9.8022,1.9149,10.6987,2.3182,12.9128,3.7136,1.8826,11.7061,0.7114,13.2863,10.8499,12.1516,11.5822,10.3236,8.873,6.4104,12.2448,11.2857,10.2739,6.1513,6.6697,12.43,13.1668,12.7651,13.7399,12.8729,13.7335,11.3506,13.5937,12.978,12.3305,13.641,12.7129,12.5865,13.369,11.0698,13.3623,13.1475,11.9946,12.6853,12.9251,13.3537,13.3839,13.3087,12.5773,12.9037,12.5112,12.8973,13.0737,13.4127,12.4821,13.086,13.0833,13.7498,12.8303,11.8828,13.2132,12.0066,13.31,13.5925,12.5211,13.4262,12.2922,12.6235,12.3063,12.6722,13.3309,12.7796,12.9993,12.7102,11.9442,13.0539
"FXYD2",3.6062,6.6693,2.1081,1.4981,5.8209,11.8393,5.774,3.673,5.7156,5.8998,11.1934,0.8891,2.474,0.599,9.5703,4.5288,5.0114,0,5.1689,9.7008,2.9951,3.5327,15.0618,4.1968,2.2159,12.6356,14.3685,1.6669,10.9631,0.91,3.6087,9.7403,7.153,3.7841,2.9829,0.6755,11.1813,4.8108,3.4292,3.6677,12.5101,0.6444,0,4.4775,9.7112,0.9533,5.7591,2.8886,0.9113,1.8309,9.9672,3.2821,12.2541,13.9816,12.4877,10.0757,1.0927,9.2284,10.403,11.4019,11.0432,0.6776,6.3986,8.5243,1.457,7.259,0.9587,10.3726,4.3101,15.0881,9.7062,8.3773,1.4287,0,12.5241,3.3894,2.1831,7.1095,0.8217,0,4.9309,11.5354,2.2359,2.7024,7.4233,10.8309,7.3922,9.2111,0,2.7278,1.0146,6.0303,3.6986,11.2832,2.0792,1.2059,12.9358,1.7132,4.5346,0.7971,8.5236,9.3146,8.6013,8.27,9.3048,8.6069,9.1953,6.8873,6.9462,7.8643,9.4709,7.0129,6.1758,5.8058,8.1906,8.8353,8.4099,8.1364,7.5759,8.0101,7.2127,7.6236,8.336,7.7954,8.475,7.2546,7.4131,8.2054,7.5179,6.4244,7.6777,7.4347,7.3179,8.4113,7.3881,8.0942,6.8144,8.0203,6.9368,7.9451,7.4899,9.1157,8.2064,8.9933,11.0236,8.739,10.3707,8.2661,10.6414,7.5084
"KRT23",9.8658,9.4488,0.5588,10.6631,0,3.5028,7.545,6.811,9.491,1.7502,10.5787,0,7.3106,5.5165,2.373,8.3398,9.3071,2.7561,1.5573,10.0288,0.7083,9.8456,11.8926,0.4887,0,7.7412,2.4756,9.4929,9.84,3.1556,4.191,2.2189,4.4553,4.5637,0,10.6785,7.635,6.3863,9.4086,4.2551,10.5678,8.6014,1.434,11.1606,0.8347,1.2657,8.5403,4.4474,3.418,3.3754,8.1198,12.3966,2.033,4.3541,10.9396,12.0076,2.137,7.4208,8.8754,10.3246,13.4874,6.7591,10.5889,11.452,6.0731,8.5722,1.9377,9.0348,5.9149,6.9661,8.2803,9.4654,0,0.5174,10.6185,12.0605,8.2456,6.593,2.025,0.9438,5.9439,11.0851,0.6136,4.4307,2.5117,9.4172,11.165,9.8358,7.7834,3.6145,0,6.2495,0,12.0507,0.8532,2.5339,11.3475,0.6505,9.2682,4.4365,3.3023,6.3286,0,2.7347,0,11.5456,6.015,1.691,3.0769,0,8.982,2.8283,0.9455,7.5994,5.5366,8.9927,6.5761,10.6235,2.0219,4.1959,6.8832,3.3863,8.3771,2.9263,8.468,5.3574,5.0969,3.8358,4.5932,0,3.4386,3.2002,4.441,12.8363,5.9053,3.0212,0.9907,2.848,2.3519,3.7989,2.0547,6.5992,4.0857,3.4793,4.7849,8.914,5.5482,8.4951,9.011,5.7828
"MUC13",3.3866,10.4356,14.138,11.8375,12.2235,12.9678,11.2321,12.1784,12.1046,7.7211,14.6216,8.1832,4.9361,15.3939,3.3793,8.8169,8.004,5.8139,2.0835,0.9781,8.5434,8.294,10.541,2.3312,1.1475,3.1237,8.6914,3.5701,9.8848,8.1297,5.902,1.3599,11.3037,13.3649,10.2096,12.6446,12.3812,6.8584,11.5781,4.0846,7.8553,7.5713,4.0776,3.9548,11.3609,10.7137,8.3145,9.603,2.434,3.2517,9.3654,12.1569,10.1893,15.6716,12.7098,9.981,9.7796,8.4686,4.429,5.2214,11.6367,4.3352,7.0527,6.6183,2.6407,2.8977,7.0666,9.0061,2.7336,10.8264,11.1719,4.2226,2.3868,13.6309,11.729,7.0428,10.1968,5.1515,12.5733,7.7251,13.4805,6.6986,4.4021,15.1021,6.1472,9.6696,9.9525,8.3246,9.4653,5.9998,3.1958,2.3577,11.4613,8.3011,8.222,1.2059,7.4584,13.7971,15.0464,5.7966,5.2568,6.1092,3.0336,2.7347,2.4021,7.3657,7.5709,2.4483,7.0578,3.9223,6.8443,3.109,4.8469,4.6173,6.2406,7.7845,4.6301,9.5462,2.3453,4.7544,4.185,4.0327,6.3901,1.8642,7.8692,3.8867,5.2559,7.7029,5.214,2.6072,3.8855,2.6351,5.4074,10.2586,9.8002,3.3911,3.3052,2.1836,2.7543,2.0142,5.1579,7.6278,3.3578,3.4793,2.8829,6.8673,5.156,6.0213,6.8384,3.4476
"PEG10",5.9148,9.4644,2.1081,10.8018,2.3435,3.8368,4.0474,4.364,6.2261,5.5696,11.4237,9.3784,2.474,8.6322,15.8333,2.7051,4.8784,4.5155,6.9549,15.9298,8.2388,11.1491,8.963,11.0681,5.0266,14.0965,10.2655,3.2782,7.6364,2.3091,13.4643,14.1227,10.5676,11.6442,1.9551,6.2524,4.9665,8.2866,4.3606,12.8633,12.1071,8.8938,3.333,8.3782,11.458,12.5158,4.3809,2.537,9.1614,8.3629,15.4591,1.577,13.9022,2.4794,1.6368,13.0783,1.0927,14.5895,16.0795,13.4241,8.6089,8.3617,13.6081,15.2945,11.786,4.829,8.1454,10.8675,3.0933,9.6372,14.9099,15.3544,1.823,12.3206,7.3672,12.812,2.1831,10.7419,8.6634,11.2074,3.5692,12.1706,2.5287,7.2647,12.9163,6.5533,14.3281,8.4374,9.7617,7.7539,5.8614,14.9569,10.565,13.8787,8.6358,2.6385,14.7689,7.9722,8.1148,9.7647,8.0983,6.6527,6.4864,6.9837,7.292,4.008,4.3021,5.5565,7.3115,9.4742,5.4825,5.9898,7.1935,6.0813,6.8499,8.9735,4.9022,10.8696,5.1983,7.8948,11.1619,7.3377,5.3464,7.9575,6.6777,6.4116,7.1003,8.2593,6.0422,7.183,9.6101,8.023,8.1121,4.7307,6.1718,6.2203,6.3035,7.4109,7.3391,5.9315,3.7675,7.8727,7.6821,6.694,5.9932,7.8332,3.7416,7.7119,5.5399,7.4723
"FREM2",0,3.1031,0.5588,0.6855,6.9575,0.7977,1.1982,5.4106,0,4.7339,0,0,2.8608,7.689,2.2196,4.2782,4.4611,0,0,0,2.0598,4.1324,7.09,7.4824,1.7784,0,10.1999,0.6265,7.0494,0.91,6.826,5.8945,5.0753,8.7833,3.7719,0,1.6377,9.1422,1.0606,0,0,0.6444,1.094,0.9761,5.5853,10.0925,0,0,7.7305,0,0.4895,0,0,0,0,7.3034,0,0,0,6.5744,0,0,6.1236,6.7153,0,2.5458,0,7.5498,0,4.8015,2.4002,4.1561,6.6558,6.3966,3.4559,1.8612,3.9226,10.89,8.881,0,1.6184,0.8459,0,9.1684,0,3.7654,7.6102,8.081,0,0,0,1.4061,6.9522,4.0884,0,0,0,0,4.3087,0,9.3422,8.1603,7.0267,9.3625,6.7944,8.7215,9.2384,8.0074,7.4407,10.4919,9.4628,8.9654,8.7534,9.4105,9.8027,7.7698,7.3245,9.0517,8.1112,8.7966,9.0016,6.9941,9.0775,8.0681,7.6461,9.1581,8.2447,7.325,7.0741,8.2602,9.5046,7.8569,9.5326,7.3896,8.7049,3.5457,6.7095,8.5769,5.8286,9.5873,8.1329,9.1094,8.2145,9.6602,8.1749,6.2608,7.4349,9.3774,7.308,6.5092
"PRSS8",7.1145,10.2656,8.0547,2.0149,1.603,2.23,9.7982,9.6374,9.142,8.3577,9.3867,3.3746,6.7858,7.6854,7.8182,10.9196,11.0911,0,0,0,10.1372,7.9206,12.0974,1.9346,4.3101,2.8425,8.018,4.7312,10.1875,0.5256,9.9366,1.8524,8.8988,10.354,9.8908,7.0742,10.9607,10.6739,8.3375,0.6156,3.5361,1.7015,2.856,3.8619,9.8694,10.8019,9.6819,1.3792,0.5265,9.7126,0.4895,0,0.6947,7.6851,11.007,10.9172,0,3.678,2.2582,8.6435,2.5233,1.1368,8.5791,4.2143,0,7.0524,10.0888,9.6311,1.5279,13.5923,5.5685,7.6649,9.8688,9.753,8.0038,0.8399,4.9471,5.7807,10.1644,1.5096,3.5049,7.6579,2.6555,9.6632,9.4142,9.804,13.3165,9.6706,0,1.7003,5.4546,4.9786,9.4979,6.6748,0.8532,4.6664,0,8.182,4.0984,0,10.1256,9.8241,8.2504,9.3197,9.3747,9.803,9.9038,9.4283,8.9829,11.0288,9.9653,9.3034,8.7316,8.2717,9.7803,10.8347,8.8401,9.0158,8.83,10.1945,10.186,8.4979,9.0555,9.7257,9.8214,9.2161,9.4361,8.8823,10.0617,9.9891,10.3358,9.6002,10.5552,10.7294,8.7681,11.2331,9.7413,10.4082,7.9501,10.3748,10.1168,10.6545,9.8888,10.3278,11.1903,10.0223,9.805,9.0359,10.4329,9.9814
"C19orf77",1.4434,2.7053,7.8362,1.4981,6.5658,11.4047,8.7201,3.0096,2.0277,1.91,10.1709,2.7999,1.9439,6.6035,11.8885,10.8204,8.0231,0,2.0835,3.2824,11.6728,3.1029,9.3979,2.642,0,7.096,3.5788,0.6265,4.7026,1.6769,3.6629,8.2719,5.3312,2.6384,1.9551,6.7372,11.574,2.6591,1.6652,5.6881,4.0016,1.4272,1.434,6.3187,11.3687,3.0859,8.5342,2.0713,0.5265,5.5557,11.6988,0.8427,10.7086,2.7486,11.7792,9.0576,1.0927,7.4021,6.2505,8.2602,7.1782,0.6776,7.6719,7.2746,0,5.5119,7.8939,6.4803,1.5279,12.0351,6.9311,7.038,7.5215,4.7015,9.7566,1.0379,1.332,3.6247,1.3419,0,1.0252,6.0701,6.9478,3.3479,5.2963,5.8305,2.7519,7.1105,0.6451,1.0874,2.3452,7.4036,2.4578,1.2961,12.3738,6.1699,1.6594,0,4.766,4.9654,11.9345,12.3478,9.5845,6.9445,11.0505,10.3034,12.6404,3.7687,10.2884,5.4781,8.8474,9.944,5.446,4.6553,12.3013,12.3565,10.8276,8.7502,11.5712,10.2981,6.5467,10.2509,10.6131,6.6251,12.0333,2.5428,10.8204,9.9949,4.6591,9.6235,5.8844,1.3157,5.9392,8.04,11.1356,5.3059,6.4245,4.0052,10.6143,6.1166,4.593,7.1547,10.4264,8.7083,6.2158,9.2937,5.8563,7.46,8.0345,10.3161
"GLS2",12.0993,5.624,11.0532,10.9391,3.7253,12.4588,11.438,13.9506,12.3253,8.912,9.45,13.4124,3.8174,10.914,8.7464,13.584,9.285,2.9831,1.1987,9.7984,12.8148,3.2334,3.3367,3.361,3.1537,6.4499,11.5135,2.2651,8.2471,3.0058,11.2725,3.055,12.8642,7.8874,13.272,12.2621,10.1519,11.5685,10.8052,4.8417,3.833,10.3813,2.7383,4.8603,12.9009,10.0688,11.1465,6.748,5.8086,12.8224,8.7128,2.6223,13.3843,10.2908,4.2428,7.0284,1.0927,4.1669,8.282,7.451,7.3972,2.5351,8.6155,3.3372,3.193,10.6756,11.6968,9.3624,4.0884,4.9707,7.1945,8.2515,8.4069,12.6068,6.0894,9.5423,5.2062,4.0577,9.5743,11.1708,11.6054,5.5623,2.2359,8.0158,12.4325,11.4586,7.4669,12.8317,9.824,11.5453,5.4878,6.8017,10.6026,4.9636,13.2591,6.2547,11.1931,3.2549,7.9792,8.8191,12.5994,13.5681,13.9653,12.4684,12.6479,11.264,13.6228,12.0293,13.011,13.2678,12.806,12.5806,12.971,11.3268,14.1117,13.5298,12.0758,13.0359,12.5758,12.3726,13.0369,13.0524,13.2724,12.8975,12.4025,12.7324,13.0343,12.2504,11.2607,11.7363,12.0612,13.3154,12.4947,10.9776,13.5221,10.4547,12.5503,12.8833,12.1709,13.9607,13.7106,12.4543,12.5104,12.1989,12.8797,12.7306,11.8985,11.7618,12.6546,13.2511
"ADH4",16.0148,9.3004,8.6447,14.2524,6.9336,14.9468,14.0405,15.5144,12.2379,15.709,9.8385,8.2534,13.877,12.3947,6.085,14.6096,11.3666,15.3585,1.8443,13.6768,9.48,2.4162,9.3726,4.0984,16.0023,3.8962,15.0146,11.5642,9.7112,16.1744,10.7708,14.111,6.9694,12.1239,15.0795,14.9518,12.0163,15.4637,9.9499,10.104,11.8635,11.8755,15.5231,14.781,14.648,13.3273,8.2101,14.8536,14.7624,11.5696,9.3592,9.2507,9.6463,14.2947,13.8778,9.9731,14.799,13.8942,9.9245,9.1116,14.2349,16.318,13.3775,9.7338,14.2264,16.9972,15.0564,14.6183,14.152,11.3334,7.7437,13.1508,14.1369,12.1287,4.0367,15.5321,10.3935,0.6226,11.6326,5.5881,12.9589,10.6552,16.331,7.15,8.5974,14.7149,8.4628,16.1798,14.2962,15.9779,13.9222,10.262,13.5832,9.3512,16.3254,12.3613,15.0646,4.7958,10.07,11.9292,17.129,15.2456,16.5921,16.2306,17.5671,13.8907,16.5608,17.0815,16.5715,16.2796,16.3156,16.4382,16.593,14.7868,17.2904,15.7861,15.0819,16.079,16.1665,17.4793,16.0191,16.3339,15.2653,17.0292,16.9334,16.3423,17.135,16.9695,15.4614,16.4514,16.673,17.3836,15.7792,15.0524,15.9848,15.1043,16.8861,17.1986,15.8511,16.3975,15.2309,15.8235,16.2872,16.7366,16.5224,16.7003,16.1705,16.1791,14.3733,16.5428
